6.340,8.370,8.500,2.000
3.140,6.630,7.340,0.000
4.080,4.230,9.740,1.000
3.360,7.690,8.390,0.000
3.140,4.190,8.990,1.000
4.660,5.410,9.800,1.000
3.580,5.060,9.530,1.000
6.490,7.830,7.930,2.000
4.270,7.350,8.500,0.000
4.700,4.710,9.790,1.000
3.000,4.190,8.680,1.000
4.910,7.560,9.010,0.000
3.760,6.690,7.670,0.000
6.940,7.030,7.440,2.000
4.710,5.070,6.920,0.000
4.070,7.260,8.320,0.000
4.370,6.450,9.990,1.000
3.740,6.110,9.250,1.000
3.910,5.420,9.120,1.000
7.380,8.830,9.300,2.000
4.430,4.620,9.250,1.000
3.010,3.710,4.780,0.000
7.360,9.170,9.290,2.000
4.370,4.900,8.730,1.000
4.210,5.250,8.870,1.000
3.230,4.630,8.970,1.000
7.970,8.870,9.740,2.000
7.700,8.150,8.760,2.000
3.930,5.370,8.840,1.000
7.710,9.020,9.210,2.000
8.150,8.320,9.470,2.000
3.030,4.100,5.090,0.000
4.660,5.550,7.250,0.000
3.040,4.290,8.770,1.000
8.520,8.800,9.110,2.000
3.820,5.720,9.500,1.000
6.610,7.520,7.650,2.000
6.390,6.930,7.220,2.000
4.900,5.480,7.350,0.000
6.680,8.440,8.710,2.000
3.330,3.700,4.980,0.000
8.230,8.320,9.440,2.000
3.200,6.910,7.610,0.000
7.960,8.310,8.430,2.000
5.810,6.160,8.470,0.000
7.970,8.050,8.820,2.000
4.330,5.360,6.890,0.000
8.710,9.760,9.860,2.000
5.050,8.260,9.680,0.000
7.700,7.960,8.160,2.000
4.830,6.120,9.880,1.000
3.350,6.400,9.750,1.000
3.450,3.590,7.330,1.000
9.570,9.680,9.910,2.000
4.180,5.620,9.360,1.000
6.960,8.850,9.120,2.000
6.040,6.470,8.850,0.000
7.850,8.880,9.500,2.000
7.430,7.730,7.760,2.000
3.500,6.480,9.830,1.000
4.550,8.630,9.760,0.000
3.460,4.720,8.660,1.000
6.030,6.270,8.700,0.000
4.150,4.470,9.310,1.000
4.410,5.720,7.220,0.000
3.310,5.100,9.020,1.000
8.000,8.160,8.470,2.000
3.560,4.240,9.560,1.000
3.150,6.760,7.460,0.000
3.510,4.460,8.210,1.000
5.050,8.170,9.600,0.000
6.090,6.160,6.250,2.000
3.020,6.650,9.710,1.000
6.250,6.410,6.450,2.000
4.710,4.890,6.790,0.000
3.750,5.360,6.540,0.000
3.360,3.550,9.610,1.000
3.440,4.480,8.210,1.000
6.080,7.860,9.940,0.000
3.910,4.320,8.720,1.000
4.380,4.850,9.080,1.000
3.290,4.790,8.500,1.000
3.240,8.150,8.770,0.000
3.580,4.460,8.530,1.000
3.630,6.840,7.740,0.000
3.280,3.440,6.960,1.000
3.430,4.970,9.390,1.000
6.680,7.290,7.560,2.000
3.480,4.540,8.900,1.000
3.500,3.820,9.090,1.000
4.680,7.400,8.750,0.000
6.200,6.240,6.750,2.000
6.100,6.330,8.790,0.000
3.890,4.020,8.430,1.000
3.060,4.270,9.980,1.000
3.780,5.990,9.240,1.000
7.660,9.330,9.720,2.000
6.590,7.900,8.020,2.000
3.680,4.690,8.590,1.000
7.870,9.750,9.830,2.000
4.400,6.210,7.610,0.000
6.500,7.590,9.990,0.000
3.870,8.900,9.700,0.000
8.730,9.800,9.800,2.000
6.870,7.970,8.510,2.000
4.530,5.200,6.890,0.000
3.730,4.630,9.470,1.000
3.220,5.580,8.480,1.000
6.680,8.780,8.960,2.000
3.630,4.340,7.760,1.000
3.990,4.080,5.710,0.000
4.190,8.010,9.040,0.000
6.750,9.780,9.810,2.000
8.560,9.150,9.270,2.000
3.240,4.480,7.890,1.000
7.270,7.370,7.500,2.000
9.550,9.600,9.700,2.000
3.220,5.160,9.890,1.000
3.700,4.360,8.200,1.000
7.020,8.090,8.490,2.000
8.550,9.220,9.920,2.000
3.060,5.580,9.380,1.000
4.550,4.690,6.530,0.000
3.370,6.830,7.620,0.000
5.400,5.650,5.780,2.000
3.330,8.320,8.960,0.000
8.200,8.520,9.130,2.000
4.370,7.660,8.820,0.000
3.550,5.060,9.610,1.000
6.720,7.580,7.740,2.000
4.320,4.770,8.950,1.000
3.140,3.350,8.310,1.000
6.150,7.860,9.980,0.000
3.710,3.960,5.420,0.000
3.810,5.160,9.170,1.000
7.230,7.880,7.900,2.000
4.200,6.300,9.860,1.000
7.600,9.360,9.630,2.000
3.360,5.610,9.630,1.000
6.010,6.230,6.580,2.000
5.400,6.640,8.560,0.000
5.160,5.260,9.560,1.000
3.340,6.770,9.600,1.000
8.940,9.220,9.510,2.000
3.650,9.120,9.820,0.000
6.560,7.000,7.210,2.000
5.310,6.820,8.640,0.000
4.880,6.190,7.880,0.000
7.300,7.690,7.690,2.000
3.180,4.740,7.790,1.000
3.490,3.610,9.660,1.000
4.390,4.790,8.530,1.000
8.670,9.520,9.520,2.000
7.290,9.410,9.730,2.000
3.580,7.350,8.170,0.000
3.380,5.850,6.760,0.000
4.010,6.960,8.030,0.000
3.520,4.810,8.590,1.000
3.660,5.970,7.000,0.000
3.060,5.070,5.920,0.000
5.140,7.950,9.470,0.000
3.750,5.770,6.880,0.000
3.740,5.550,6.700,0.000
3.070,5.970,9.000,1.000
3.280,3.330,9.120,1.000
3.110,4.190,8.900,1.000
6.930,8.430,8.800,2.000
3.030,5.030,10.000,1.000
6.840,7.030,7.320,2.000
4.400,4.690,9.950,1.000
3.060,3.470,4.630,0.000
6.830,8.950,8.980,2.000
3.790,4.560,5.930,0.000
4.180,4.270,5.970,0.000
7.660,7.820,8.510,2.000
3.420,3.450,7.200,1.000
3.040,5.020,8.730,1.000
4.380,6.020,7.440,0.000
4.210,5.310,9.360,1.000
7.200,8.760,9.140,2.000
3.380,3.680,9.830,1.000
6.630,6.710,6.730,2.000
8.010,8.310,8.470,2.000
8.250,9.190,9.390,2.000
5.260,8.170,9.720,0.000
8.660,9.540,9.640,2.000
3.810,5.490,9.030,1.000
6.700,8.390,8.710,2.000
3.310,4.780,9.160,1.000
3.590,4.980,8.840,1.000
4.370,5.370,6.930,0.000
5.550,7.410,9.260,0.000
4.870,6.740,8.320,0.000
5.330,6.780,8.630,0.000
4.910,8.320,9.660,0.000
3.890,4.050,5.610,0.000
4.050,4.570,9.530,1.000
6.140,6.730,7.100,2.000
3.760,3.850,7.960,1.000
3.190,4.470,5.500,0.000
4.640,8.610,9.780,0.000
3.770,5.280,9.560,1.000
3.420,3.590,7.560,1.000
3.360,5.250,9.340,1.000
3.020,7.220,7.830,0.000
8.660,8.670,8.740,2.000
8.740,8.860,8.890,2.000
3.330,3.400,4.750,0.000
6.920,9.380,9.520,2.000
3.710,3.790,9.540,1.000
3.700,7.580,8.430,0.000
8.580,8.590,8.840,2.000
3.170,4.020,8.640,1.000
3.120,5.040,5.920,0.000
6.850,7.190,7.300,2.000
6.970,7.110,7.650,2.000
8.400,8.550,8.790,2.000
4.080,7.000,8.100,0.000
4.290,5.650,9.140,1.000
8.630,9.470,9.750,2.000
3.860,5.340,8.640,1.000
4.270,5.180,6.710,0.000
3.600,3.910,7.420,1.000
3.300,4.330,7.710,1.000
8.150,9.410,9.560,2.000
7.740,8.360,9.280,2.000
6.950,7.120,7.170,2.000
3.150,3.820,7.460,1.000
8.450,8.650,9.810,2.000
4.120,5.270,6.690,0.000
6.010,7.130,9.330,0.000
5.640,5.770,8.070,0.000
8.820,8.950,9.450,2.000
3.390,5.150,8.780,1.000
7.110,8.000,8.230,2.000
5.190,5.950,7.900,0.000
5.710,7.400,9.350,0.000
4.560,5.450,9.970,1.000
7.050,8.010,8.280,2.000
3.960,4.070,7.770,1.000
6.620,7.670,7.750,2.000
3.980,5.430,6.740,0.000
4.020,5.420,8.920,1.000
5.410,7.620,9.340,0.000
3.130,3.970,9.920,1.000
6.480,6.990,6.990,2.000
7.510,9.130,9.190,2.000
3.530,4.870,8.320,1.000
5.630,6.800,8.830,0.000
4.080,5.920,7.190,0.000
7.260,9.290,9.680,2.000
7.660,9.240,9.780,2.000
3.540,4.950,9.750,1.000
4.220,4.930,9.690,1.000
4.090,4.640,8.340,1.000
3.560,6.840,7.710,0.000
3.960,8.300,9.200,0.000
6.770,7.230,7.290,2.000
6.370,6.550,6.980,2.000
6.830,8.390,8.400,2.000
6.210,6.260,6.580,2.000
6.220,6.600,6.860,2.000
5.070,8.150,9.600,0.000
4.970,5.690,10.000,1.000
3.900,4.310,7.990,1.000
8.550,8.840,9.300,2.000
4.820,7.130,8.610,0.000
3.270,4.530,7.940,1.000
5.930,7.820,9.810,0.000
8.490,8.650,9.710,2.000
6.080,6.310,6.370,2.000
4.080,4.270,9.850,1.000
3.770,8.930,9.690,0.000
4.520,7.100,8.420,0.000
5.030,6.150,7.950,0.000
6.510,7.140,9.660,0.000
3.240,4.570,9.130,1.000
3.740,7.230,8.140,0.000
3.420,4.190,9.740,1.000
3.600,6.380,7.320,0.000
8.990,9.670,9.920,2.000
4.710,4.840,8.810,1.000
7.450,8.640,9.230,2.000
3.490,5.330,8.620,1.000
3.140,3.570,7.340,1.000
4.010,6.130,7.330,0.000
3.000,8.860,9.350,0.000
3.710,3.950,9.070,1.000
6.140,7.030,9.330,0.000
7.830,8.050,8.340,2.000
4.400,6.760,8.070,0.000
3.270,6.450,9.270,1.000
3.510,5.580,6.590,0.000
5.110,7.860,9.370,0.000
6.040,7.070,9.300,0.000
3.160,3.580,4.780,0.000
3.010,6.440,7.110,0.000
4.420,6.210,9.900,1.000
3.260,8.360,8.970,0.000
6.810,8.460,8.690,2.000
3.580,3.860,7.460,1.000
4.500,8.710,9.800,0.000
4.060,7.850,8.840,0.000
3.140,4.740,9.220,1.000
3.980,7.570,8.550,0.000
3.680,6.580,9.880,1.000
3.970,7.320,8.330,0.000
5.600,5.750,5.800,2.000
4.200,6.780,7.970,0.000
4.250,6.500,9.920,1.000
3.880,5.960,9.990,1.000
3.480,3.740,8.190,1.000
5.960,6.820,9.060,0.000
4.490,6.020,7.510,0.000
4.340,5.360,6.890,0.000
7.180,8.180,8.240,2.000
6.410,7.590,7.690,2.000
3.660,9.090,9.800,0.000
4.880,6.010,9.920,1.000
7.850,9.270,9.820,2.000
4.670,5.190,9.260,1.000
4.140,8.680,9.620,0.000
3.050,3.540,7.190,1.000
6.780,7.820,7.970,2.000
3.950,8.480,9.350,0.000
6.830,7.550,7.930,2.000
6.300,6.800,7.240,2.000
3.150,6.390,9.970,1.000
6.930,7.080,7.240,2.000
3.040,4.370,9.740,1.000
6.930,6.930,9.800,0.000
7.210,7.990,8.050,2.000
8.410,9.320,9.530,2.000
3.620,4.050,8.840,1.000
9.720,9.760,9.850,2.000
3.890,4.170,5.700,0.000
7.230,9.080,9.240,2.000
3.960,3.970,8.560,1.000
3.290,4.500,9.660,1.000
5.380,5.420,5.620,2.000
3.760,7.710,8.580,0.000
3.050,5.870,8.680,1.000
8.720,9.130,9.360,2.000
8.320,9.380,9.580,2.000
6.450,6.590,6.960,2.000
8.160,8.240,9.260,2.000
3.160,6.830,7.520,0.000
3.990,4.670,8.310,1.000
8.150,8.800,8.810,2.000
6.260,6.570,6.800,2.000
3.480,4.690,8.010,1.000
7.590,8.360,8.430,2.000
3.290,6.940,7.680,0.000
7.590,8.030,8.870,2.000
3.950,5.380,6.670,0.000
3.100,6.080,8.920,1.000
4.310,7.310,8.480,0.000
5.200,6.520,8.340,0.000
3.550,5.870,9.900,1.000
8.440,8.820,9.680,2.000
3.070,3.330,9.840,1.000
7.780,8.150,8.730,2.000
7.150,7.880,8.130,2.000
4.320,5.950,9.820,1.000
3.600,6.340,9.450,1.000
7.590,7.590,8.580,2.000
5.260,7.440,9.110,0.000
7.640,8.090,8.440,2.000
6.310,6.720,9.220,0.000
3.960,4.300,7.980,1.000
9.440,9.830,9.890,2.000
6.250,7.760,9.960,0.000
6.860,9.400,9.530,2.000
7.670,9.130,9.640,2.000
7.430,7.600,8.570,2.000
3.770,3.920,7.660,1.000
7.810,8.510,8.690,2.000
9.250,9.380,9.480,2.000
7.280,7.960,8.030,2.000
6.060,6.530,6.790,2.000
7.150,8.490,8.540,2.000
3.080,3.110,4.380,0.000
5.210,6.070,8.000,0.000
3.330,7.810,8.490,0.000
4.710,8.650,9.850,0.000
7.920,9.620,9.630,2.000
3.260,4.340,5.430,0.000
7.560,9.240,9.780,2.000
4.640,6.680,8.130,0.000
7.580,7.810,7.910,2.000
3.400,5.190,6.200,0.000
6.530,6.910,7.220,2.000
3.480,3.950,9.370,1.000
7.910,9.140,9.600,2.000
6.030,6.610,8.950,0.000
9.230,9.520,9.970,2.000
3.130,9.410,9.920,0.000
3.620,4.750,9.410,1.000
5.690,6.120,6.340,2.000
3.320,6.720,7.490,0.000
7.730,8.100,8.320,2.000
7.580,8.300,9.180,2.000
5.810,6.630,8.810,0.000
4.340,6.900,8.150,0.000
6.820,7.200,7.430,2.000
8.310,9.080,9.380,2.000
5.480,5.560,7.810,0.000
3.910,8.160,9.050,0.000
3.160,4.800,8.200,1.000
3.750,4.350,9.230,1.000
8.090,8.690,8.790,2.000
4.020,4.260,9.230,1.000
3.930,4.330,8.610,1.000
4.790,6.910,8.410,0.000
5.370,5.600,9.840,1.000
3.990,4.320,5.880,0.000
3.900,4.180,5.710,0.000
3.040,3.150,4.370,0.000
3.150,4.580,8.510,1.000
9.100,9.840,9.990,2.000
3.060,5.010,8.250,1.000
6.370,6.380,9.020,0.000
3.130,6.540,7.250,0.000
6.980,7.700,7.790,2.000
4.270,7.300,8.460,0.000
4.200,6.570,7.800,0.000
3.190,4.830,5.790,0.000
4.820,4.990,6.940,0.000
4.500,5.750,9.740,1.000
3.330,6.820,7.590,0.000
3.120,5.990,6.760,0.000
7.150,8.510,8.830,2.000
6.020,6.140,6.520,2.000
7.570,9.080,9.460,2.000
5.280,6.240,8.180,0.000
4.410,5.700,9.310,1.000
4.280,8.040,9.110,0.000
3.410,4.010,5.270,0.000
3.650,6.450,7.410,0.000
8.250,8.720,9.100,2.000
3.740,6.410,7.420,0.000
3.680,5.620,9.060,1.000
3.570,7.610,8.410,0.000
3.950,7.560,8.530,0.000
7.860,8.670,9.480,2.000
4.080,6.250,7.460,0.000
5.410,7.730,9.430,0.000
3.050,5.420,9.500,1.000
7.000,7.120,9.980,0.000
3.540,7.800,8.560,0.000
4.080,4.630,9.100,1.000
3.750,5.680,8.910,1.000
7.770,8.620,8.980,2.000
3.080,4.680,8.510,1.000
3.020,6.740,9.820,1.000
8.420,9.170,9.680,2.000
4.140,4.420,9.850,1.000
9.590,9.740,9.980,2.000
3.750,5.390,9.610,1.000
8.780,9.010,9.450,2.000
3.970,5.910,7.120,0.000
5.420,5.530,5.650,2.000
5.310,7.470,9.160,0.000
7.560,9.210,9.630,2.000
3.040,6.210,9.570,1.000
3.570,5.730,10.000,1.000
3.660,7.810,8.620,0.000
4.060,6.380,9.830,1.000
7.380,8.360,8.980,2.000
3.590,4.600,9.870,1.000
3.240,7.100,7.800,0.000
7.650,7.950,8.860,2.000
3.020,9.080,9.570,0.000
3.540,3.910,8.200,1.000
5.650,5.880,5.930,2.000
3.660,6.410,9.700,1.000
7.230,9.120,9.530,2.000
3.730,3.740,8.620,1.000
7.050,7.150,7.310,2.000
4.340,5.510,7.010,0.000
4.070,5.570,6.900,0.000
7.700,8.990,9.440,2.000
8.360,8.640,9.000,2.000
3.100,3.730,8.190,1.000
3.390,4.630,7.810,1.000
7.440,7.440,7.690,2.000
6.820,7.190,7.400,2.000
4.180,6.650,7.850,0.000
4.350,5.280,9.690,1.000
4.050,5.170,6.570,0.000
7.280,7.400,8.000,2.000
8.030,9.200,9.350,2.000
4.210,5.940,9.640,1.000
3.240,4.100,7.470,1.000
7.450,7.840,7.940,2.000
8.130,8.350,9.250,2.000
7.580,8.230,8.300,2.000
6.930,7.350,7.560,2.000
3.160,3.480,7.540,1.000
4.890,7.280,8.770,0.000
7.390,8.520,9.120,2.000
4.260,5.190,9.310,1.000
3.830,4.730,9.590,1.000
4.580,6.020,7.570,0.000
7.850,9.060,9.510,2.000
7.420,7.520,7.870,2.000
8.200,9.850,9.990,2.000
7.970,8.690,9.430,2.000
3.970,4.690,6.140,0.000
3.720,5.740,9.530,1.000
6.970,8.290,8.350,2.000
8.010,9.520,9.870,2.000
8.170,9.150,9.300,2.000
4.190,4.480,8.920,1.000
5.300,7.750,9.390,0.000
8.160,8.830,9.000,2.000
7.280,8.570,8.950,2.000
3.890,4.820,6.190,0.000
3.100,3.990,7.730,1.000
3.750,4.360,9.720,1.000
4.260,5.930,9.350,1.000
3.720,4.080,9.690,1.000
7.850,8.990,9.510,2.000
8.230,9.670,9.870,2.000
3.730,4.380,9.790,1.000
5.870,8.090,10.000,0.000
3.430,4.560,8.250,1.000
3.870,5.220,9.880,1.000
6.580,7.620,7.930,2.000
7.490,9.080,9.510,2.000
3.220,4.350,9.430,1.000
4.460,5.010,8.950,1.000
8.880,9.050,9.670,2.000
7.490,7.740,8.430,2.000
3.480,4.890,6.000,0.000
5.420,5.850,7.980,0.000
3.490,4.620,9.890,1.000
3.280,4.130,9.280,1.000
7.560,9.430,9.890,2.000
3.620,4.440,7.950,1.000
9.360,9.900,9.920,2.000
4.430,6.370,9.790,1.000
6.490,6.860,7.440,2.000
7.010,7.300,7.740,2.000
5.690,6.980,9.010,0.000
4.200,7.930,8.970,0.000
6.220,6.570,6.750,2.000
3.490,5.350,8.550,1.000
8.280,9.780,9.860,2.000
3.870,4.000,5.570,0.000
3.160,3.360,8.460,1.000
3.490,5.040,9.850,1.000
7.190,8.920,9.060,2.000
3.810,4.650,8.790,1.000
3.640,7.010,7.900,0.000
6.390,7.800,7.850,2.000
5.330,5.690,7.790,0.000
7.480,8.970,9.300,2.000
8.320,9.080,9.580,2.000
7.780,8.510,8.560,2.000
3.440,4.730,8.510,1.000
4.220,4.690,9.680,1.000
4.460,4.550,8.630,1.000
6.550,7.350,7.640,2.000
4.350,6.000,7.410,0.000
4.220,4.550,8.640,1.000
5.570,7.300,9.180,0.000
3.490,3.870,5.220,0.000
8.520,8.680,9.700,2.000
4.680,4.690,6.630,0.000
3.790,4.370,9.670,1.000
3.460,5.260,8.990,1.000
7.120,7.810,7.920,2.000
5.300,6.260,8.200,0.000
8.320,8.350,9.350,2.000
3.910,6.300,7.410,0.000
3.540,7.960,8.710,0.000
4.850,5.100,9.920,1.000
3.470,6.590,9.480,1.000
7.910,9.120,9.340,2.000
8.060,9.310,9.790,2.000
3.560,5.360,9.570,1.000
4.100,5.360,9.930,1.000
4.550,7.090,8.420,0.000
7.560,8.870,8.880,2.000
7.400,7.580,7.910,2.000
7.800,9.730,9.760,2.000
3.050,6.190,9.040,1.000
4.640,5.800,7.430,0.000
3.990,5.250,8.880,1.000
4.610,6.430,7.910,0.000
6.760,7.760,7.830,2.000
8.940,9.060,9.960,2.000
4.200,6.560,7.790,0.000
8.060,8.490,9.650,2.000
3.900,3.900,9.190,1.000
3.930,6.620,9.890,1.000
3.210,8.080,8.690,0.000
3.670,5.860,6.920,0.000
3.150,5.980,9.780,1.000
3.940,4.320,9.400,1.000
3.570,8.290,9.030,0.000
5.100,6.200,8.030,0.000
6.210,6.510,6.810,2.000
7.890,7.980,8.880,2.000
3.200,3.250,9.250,1.000
4.010,5.070,9.660,1.000
7.460,8.950,9.080,2.000
5.090,6.900,8.570,0.000
8.290,8.350,8.830,2.000
5.670,5.980,8.240,0.000
6.670,8.080,8.310,2.000
4.300,4.750,8.980,1.000
8.610,9.600,9.700,2.000
7.260,9.220,9.480,2.000
7.410,8.160,8.660,2.000
5.050,7.480,9.020,0.000
3.440,3.660,8.380,1.000
6.880,7.630,7.890,2.000
9.100,9.320,9.550,2.000
3.770,6.100,7.170,0.000
5.090,8.460,9.870,0.000
7.140,7.160,8.070,2.000
3.690,6.130,7.150,0.000
4.170,4.670,6.260,0.000
3.040,3.750,9.400,1.000
8.180,8.680,8.700,2.000
4.440,6.430,7.810,0.000
4.420,5.920,9.890,1.000
3.440,4.590,5.740,0.000
7.220,9.430,9.510,2.000
3.010,3.760,9.690,1.000
3.740,4.420,5.790,0.000
7.350,8.630,8.850,2.000
3.300,8.410,9.030,0.000
3.450,6.090,9.390,1.000
3.190,3.690,8.460,1.000
4.590,7.330,8.650,0.000
3.250,3.480,8.960,1.000
7.800,8.010,8.850,2.000
3.700,4.970,9.000,1.000
3.780,5.210,9.060,1.000
3.650,8.840,9.560,0.000
6.810,8.420,8.690,2.000
4.830,4.930,9.490,1.000
3.410,8.600,9.250,0.000
4.110,5.470,9.340,1.000
3.190,4.550,8.910,1.000
5.640,8.140,9.900,0.000
8.140,9.540,9.960,2.000
3.030,6.370,9.810,1.000
6.010,7.060,7.270,2.000
4.430,8.590,9.660,0.000
4.300,4.560,9.120,1.000
7.280,7.340,7.680,2.000
4.540,4.560,6.430,0.000
4.120,4.430,9.810,1.000
3.040,6.680,7.340,0.000
4.300,8.950,9.930,0.000
9.410,9.750,9.940,2.000
4.770,6.300,7.900,0.000
3.090,4.590,8.900,1.000
4.010,5.700,9.820,1.000
8.220,9.000,9.490,2.000
3.050,3.510,8.360,1.000
4.770,5.060,6.960,0.000
6.000,6.730,9.020,0.000
3.560,4.450,9.200,1.000
3.680,6.180,7.190,0.000
7.220,9.430,9.810,2.000
3.370,8.750,9.380,0.000
4.170,4.230,9.690,1.000
7.820,9.010,9.780,2.000
9.800,9.830,9.990,2.000
3.260,6.770,9.520,1.000
4.810,5.250,7.120,0.000
3.510,7.890,8.640,0.000
4.500,4.540,9.280,1.000
6.000,6.870,9.120,0.000
5.240,6.930,8.690,0.000
8.380,8.740,9.710,2.000
6.860,7.360,7.910,2.000
3.750,4.880,8.950,1.000
7.520,7.730,8.020,2.000
7.800,9.130,9.910,2.000
8.660,8.690,9.060,2.000
7.160,8.960,9.220,2.000
3.610,8.300,9.050,0.000
6.930,7.320,7.620,2.000
7.330,9.100,9.210,2.000
4.230,4.350,8.140,1.000
6.670,6.970,9.650,0.000
6.630,8.330,8.510,2.000
3.790,4.090,8.820,1.000
3.590,5.640,6.690,0.000
3.870,4.080,9.850,1.000
4.280,4.810,6.440,0.000
3.070,8.540,9.080,0.000
5.840,6.630,8.840,0.000
8.210,9.480,9.700,2.000
3.600,4.880,9.820,1.000
5.110,7.760,9.290,0.000
5.180,5.490,9.940,1.000
6.580,7.200,9.750,0.000
5.880,6.090,8.460,0.000
8.730,9.280,9.280,2.000
9.020,9.100,9.670,2.000
7.110,7.360,7.800,2.000
3.200,3.320,8.410,1.000
4.090,8.250,9.210,0.000
7.400,9.250,9.280,2.000
3.170,7.520,8.160,0.000
4.630,4.860,6.720,0.000
7.480,8.010,8.620,2.000
8.920,9.250,9.480,2.000
8.430,8.770,9.670,2.000
8.290,8.960,9.260,2.000
3.120,3.320,4.550,0.000
3.250,5.280,9.940,1.000
3.060,3.070,7.470,1.000
8.930,8.940,9.540,2.000
4.460,6.060,9.550,1.000
3.150,3.180,7.830,1.000
8.750,9.510,10.000,2.000
3.360,4.340,9.090,1.000
5.460,6.870,8.770,0.000
4.510,8.650,9.750,0.000
6.980,7.350,7.870,2.000
3.820,5.160,9.710,1.000
3.180,7.520,8.170,0.000
7.720,8.350,8.650,2.000
3.230,4.910,9.860,1.000
3.070,4.510,5.450,0.000
5.680,7.720,9.580,0.000
4.080,6.170,7.400,0.000
3.020,3.390,8.050,1.000
4.030,5.910,9.170,1.000
4.350,4.620,9.220,1.000
8.580,8.720,9.910,2.000
4.030,4.990,6.410,0.000
7.300,7.580,7.830,2.000
9.070,9.080,9.390,2.000
4.260,5.140,9.610,1.000
5.550,7.150,9.050,0.000
5.950,6.970,7.160,2.000
3.840,6.950,7.940,0.000
3.780,3.780,7.890,1.000
8.250,9.200,9.400,2.000
3.590,5.230,9.540,1.000
6.310,8.100,8.240,2.000
7.830,8.230,8.450,2.000
5.120,7.430,9.020,0.000
3.220,4.140,5.240,0.000
8.110,8.920,9.490,2.000
3.740,3.840,7.690,1.000
3.580,6.130,9.250,1.000
5.740,5.770,5.820,2.000
3.060,4.590,8.550,1.000
4.250,8.830,9.800,0.000
3.540,4.580,10.000,1.000
3.570,5.590,9.880,1.000
7.590,7.880,8.150,2.000
7.230,9.560,9.800,2.000
5.500,6.180,8.270,0.000
5.840,6.650,6.720,2.000
3.460,3.540,7.300,1.000
3.260,4.710,9.310,1.000
4.330,5.000,6.610,0.000
6.450,6.880,7.300,2.000
6.720,7.470,7.660,2.000
7.480,7.930,8.220,2.000
3.290,4.840,7.960,1.000
5.540,7.400,9.240,0.000
